County Code,County,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
06057,"Nevada, CA",3.0,Per capita personal income (dollars),45649.0,47203.0,48683.0,49171.0,51351.0,53107.0,55352.0,55976.0,57305.0,60440.0,65075.0,70627.0,71651.0,76225.0,80346.0
06059,"Orange, CA",1.0,Personal income (dollars),146752367000.0,156467073000.0,167428549000.0,166542339000.0,173769675000.0,187042532000.0,194223700000.0,202337241000.0,210648610000.0,221785219000.0,239226060000.0,258628044000.0,267134967000.0,282269399000.0,298128817000.0
06059,"Orange, CA",2.0,Population (persons),3016780.0,3052224.0,3082360.0,3110533.0,3133414.0,3157464.0,3174414.0,3185916.0,3188957.0,3185850.0,3186261.0,3159351.0,3158489.0,3154563.0,3170435.0
06059,"Orange, CA",3.0,Per capita personal income (dollars),48645.0,51263.0,54318.0,53541.0,55457.0,59238.0,61184.0,63510.0,66056.0,69616.0,75080.0,81861.0,84577.0,89480.0,94034.0
06061,"Placer, CA",1.0,Personal income (dollars),16691044000.0,17691189000.0,18866670000.0,19386534000.0,20439566000.0,21893973000.0,23059644000.0,24314724000.0,25586686000.0,27150590000.0,29725079000.0,32886037000.0,33705721000.0,35628496000.0,38068254000.0
06061,"Placer, CA",2.0,Population (persons),350070.0,356636.0,360834.0,366232.0,370308.0,374188.0,380615.0,387169.0,394807.0,401241.0,405951.0,412968.0,418439.0,424599.0,433822.0
06061,"Placer, CA",3.0,Per capita personal income (dollars),47679.0,49606.0,52286.0,52935.0,55196.0,58511.0,60585.0,62801.0,64808.0,67667.0,73223.0,79633.0,80551.0,83911.0,87751.0
06063,"Plumas, CA",1.0,Personal income (dollars),785609000.0,784030000.0,764527000.0,772589000.0,813656000.0,830092000.0,855026000.0,884140000.0,926506000.0,975771000.0,1076893000.0,1173329000.0,1173684000.0,1248118000.0,1347930000.0
06063,"Plumas, CA",2.0,Population (persons),19935.0,19820.0,19560.0,19161.0,18972.0,18856.0,19191.0,19260.0,19491.0,19793.0,19761.0,19965.0,19433.0,19120.0,18834.0
06063,"Plumas, CA",3.0,Per capita personal income (dollars),39409.0,39558.0,39086.0,40321.0,42887.0,44023.0,44553.0,45906.0,47535.0,49299.0,54496.0,58769.0,60396.0,65278.0,71569.0
06065,"Riverside, CA",1.0,Personal income (dollars),68136070000.0,72179702000.0,73771301000.0,76069949000.0,79630223000.0,84597340000.0,88997439000.0,92451456000.0,96994918000.0,103647288000.0,115415017000.0,126651219000.0,127575613000.0,133563233000.0,142697421000.0
06065,"Riverside, CA",2.0,Population (persons),2199892.0,2225473.0,2245681.0,2264308.0,2286762.0,2309475.0,2336394.0,2364473.0,2387939.0,2403591.0,2424663.0,2455225.0,2479628.0,2503549.0,2529933.0
06065,"Riverside, CA",3.0,Per capita personal income (dollars),30972.0,32433.0,32850.0,33595.0,34822.0,36631.0,38092.0,39100.0,40619.0,43122.0,47600.0,51584.0,51449.0,53350.0,56404.0
06067,"Sacramento, CA",1.0,Personal income (dollars),54432590000.0,56971040000.0,58911556000.0,60921536000.0,64560357000.0,69100516000.0,71627441000.0,74690008000.0,78526608000.0,82829648000.0,91355811000.0,98181711000.0,99000141000.0,104260801000.0,112291560000.0
06067,"Sacramento, CA",2.0,Population (persons),1422042.0,1437021.0,1450783.0,1465896.0,1486089.0,1507458.0,1527967.0,1547198.0,1561413.0,1576171.0,1586727.0,1588824.0,1588743.0,1594506.0,1611231.0
06067,"Sacramento, CA",3.0,Per capita personal income (dollars),38278.0,39645.0,40607.0,41559.0,43443.0,45839.0,46878.0,48274.0,50292.0,52551.0,57575.0,61795.0,62314.0,65388.0,69693.0
06069,"San Benito, CA",1.0,Personal income (dollars),1995967000.0,2073624000.0,2150991000.0,2257136000.0,2344649000.0,2574650000.0,2751653000.0,2936976000.0,3094215000.0,3418981000.0,3913642000.0,4162157000.0,4226425000.0,4444976000.0,4838868000.0
06069,"San Benito, CA",2.0,Population (persons),55554.0,56144.0,56794.0,57450.0,58061.0,58486.0,59520.0,60480.0,61745.0,63173.0,64533.0,66703.0,67715.0,68341.0,69159.0
06069,"San Benito, CA",3.0,Per capita personal income (dollars),35928.0,36934.0,37874.0,39289.0,40383.0,44022.0,46231.0,48561.0,50113.0,54121.0,60646.0,62398.0,62415.0,65041.0,69967.0
06071,"San Bernardino, CA",1.0,Personal income (dollars),60067589000.0,63385754000.0,64760552000.0,66327570000.0,69951380000.0,74258677000.0,77453102000.0,80031472000.0,83514331000.0,89202022000.0,99003275000.0,109157423000.0,108075879000.0,111575931000.0,119551968000.0
06071,"San Bernardino, CA",2.0,Population (persons),2040648.0,2059818.0,2071687.0,2080078.0,2095700.0,2111085.0,2126834.0,2145333.0,2160491.0,2171521.0,2183526.0,2190877.0,2196029.0,2200805.0,2214281.0
06071,"San Bernardino, CA",3.0,Per capita personal income (dollars),29436.0,30773.0,31260.0,31887.0,33379.0,35176.0,36417.0,37305.0,38655.0,41078.0,45341.0,49824.0,49214.0,50698.0,53991.0
06073,"San Diego, CA",1.0,Personal income (dollars),136161972000.0,144475867000.0,151092176000.0,155648494000.0,164691400000.0,174081824000.0,180838809000.0,187630531000.0,194949226000.0,204627597000.0,222761986000.0,240062927000.0,246463680000.0,262611416000.0,278127534000.0
06073,"San Diego, CA",2.0,Population (persons),3102369.0,3132770.0,3167098.0,3199163.0,3234108.0,3262051.0,3283104.0,3293086.0,3302976.0,3297378.0,3301182.0,3274244.0,3283755.0,3285890.0,3298799.0
06073,"San Diego, CA",3.0,Per capita personal income (dollars),43890.0,46118.0,47707.0,48653.0,50923.0,53366.0,55082.0,56977.0,59022.0,62058.0,67479.0,73319.0,75055.0,79921.0,84312.0
06075,"San Francisco, CA",1.0,Personal income (dollars),60634263000.0,65202071000.0,71831160000.0,73391437000.0,81851860000.0,89619269000.0,96454751000.0,103185030000.0,111996017000.0,112277739000.0,119725318000.0,130747503000.0,125186977000.0,132976966000.0,141918003000.0
06075,"San Francisco, CA",2.0,Population (persons),805604.0,816119.0,829730.0,840802.0,852366.0,865025.0,873473.0,879941.0,882486.0,881976.0,874826.0,815498.0,814176.0,819151.0,827526.0
06075,"San Francisco, CA",3.0,Per capita personal income (dollars),75266.0,79893.0,86572.0,87287.0,96029.0,103603.0,110427.0,117264.0,126910.0,127302.0,136856.0,160328.0,153759.0,162335.0,171497.0
06077,"San Joaquin, CA",1.0,Personal income (dollars),22406240000.0,22918431000.0,23605656000.0,24541217000.0,25983911000.0,27994154000.0,29427807000.0,30735741000.0,32261357000.0,34997298000.0,40306154000.0,44187154000.0,44932867000.0,46871534000.0,51428988000.0
06077,"San Joaquin, CA",2.0,Population (persons),687419.0,695787.0,702187.0,705793.0,716476.0,728317.0,740281.0,752124.0,762646.0,772845.0,780676.0,788096.0,795880.0,805909.0,816108.0
06077,"San Joaquin, CA",3.0,Per capita personal income (dollars),32595.0,32939.0,33617.0,34771.0,36266.0,38437.0,39752.0,40865.0,42302.0,45284.0,51630.0,56068.0,56457.0,58160.0,63017.0
06079,"San Luis Obispo, CA",1.0,Personal income (dollars),10809063000.0,11443277000.0,11971219000.0,12342485000.0,13091879000.0,13980423000.0,14406406000.0,15144287000.0,15708604000.0,16679450000.0,17812663000.0,19186225000.0,19494705000.0,20663641000.0,21860772000.0
06079,"San Luis Obispo, CA",2.0,Population (persons),269796.0,271038.0,274141.0,275666.0,278210.0,280062.0,281794.0,282368.0,283130.0,282594.0,281924.0,279468.0,282535.0,282007.0,281843.0
06079,"San Luis Obispo, CA",3.0,Per capita personal income (dollars),40064.0,42220.0,43668.0,44773.0,47058.0,49919.0,51124.0,53633.0,55482.0,59023.0,63182.0,68653.0,68999.0,73274.0,77564.0
06081,"San Mateo, CA",1.0,Personal income (dollars),52631124000.0,57392287000.0,63988582000.0,64197935000.0,68912173000.0,76041603000.0,79961246000.0,87958938000.0,95143957000.0,99156583000.0,107790429000.0,129020524000.0,118742219000.0,125587893000.0,133465215000.0
06081,"San Mateo, CA",2.0,Population (persons),720041.0,729410.0,740539.0,750343.0,759237.0,767435.0,770258.0,771360.0,771485.0,768257.0,762727.0,739330.0,732485.0,734267.0,742893.0
06081,"San Mateo, CA",3.0,Per capita personal income (dollars),73095.0,78683.0,86408.0,85558.0,90765.0,99085.0,103811.0,114031.0,123326.0,129067.0,141322.0,174510.0,162109.0,171038.0,179656.0
06083,"Santa Barbara, CA",1.0,Personal income (dollars),19159070000.0,20369091000.0,21509851000.0,21378868000.0,22648262000.0,24099747000.0,24476667000.0,25499526000.0,26706505000.0,27972670000.0,30969628000.0,33613226000.0,34927083000.0,37046666000.0,39270189000.0
06083,"Santa Barbara, CA",2.0,Population (persons),424291.0,425771.0,430298.0,435461.0,440173.0,443597.0,445953.0,447134.0,447567.0,448189.0,448083.0,437117.0,445286.0,443521.0,444500.0
06083,"Santa Barbara, CA",3.0,Per capita personal income (dollars),45155.0,47840.0,49988.0,49095.0,51453.0,54328.0,54886.0,57029.0,59670.0,62413.0,69116.0,76898.0,78437.0,83529.0,88347.0
06085,"Santa Clara, CA",1.0,Personal income (dollars),108733666000.0,119185630000.0,132084416000.0,134103796000.0,146464866000.0,161471908000.0,175007448000.0,190293049000.0,207881196000.0,218812289000.0,235337536000.0,272410237000.0,267278720000.0,283486355000.0,303627499000.0
06085,"Santa Clara, CA",2.0,Population (persons),1786576.0,1814769.0,1842795.0,1873543.0,1901084.0,1927838.0,1942556.0,1948968.0,1951006.0,1943736.0,1924802.0,1878320.0,1883653.0,1897137.0,1926325.0
06085,"Santa Clara, CA",3.0,Per capita personal income (dollars),60861.0,65675.0,71676.0,71578.0,77043.0,83758.0,90091.0,97638.0,106551.0,112573.0,122266.0,145029.0,141894.0,149429.0,157620.0
06087,"Santa Cruz, CA",1.0,Personal income (dollars),12854613000.0,13060271000.0,13782878000.0,14052964000.0,14653925000.0,15572810000.0,16070715000.0,17075441000.0,17767743000.0,18960307000.0,20914739000.0,23107862000.0,22022517000.0,23102260000.0,24556016000.0
06087,"Santa Cruz, CA",2.0,Population (persons),263175.0,264932.0,266401.0,268851.0,270882.0,273518.0,274504.0,274897.0,273749.0,272910.0,271768.0,260904.0,265851.0,263699.0,262406.0
06087,"Santa Cruz, CA",3.0,Per capita personal income (dollars),48844.0,49297.0,51737.0,52270.0,54097.0,56935.0,58545.0,62116.0,64905.0,69475.0,76958.0,88568.0,82838.0,87608.0,93580.0
06089,"Shasta, CA",1.0,Personal income (dollars),6117096000.0,6225086000.0,6339555000.0,6419867000.0,6826076000.0,7237895000.0,7447216000.0,7748179000.0,7976743000.0,8321824000.0,9329532000.0,9918584000.0,9872161000.0,10326269000.0,11187620000.0
06089,"Shasta, CA",2.0,Population (persons),177349.0,177972.0,178556.0,179383.0,180128.0,179896.0,180391.0,181490.0,182041.0,182308.0,182190.0,182243.0,180972.0,180656.0,181121.0
06089,"Shasta, CA",3.0,Per capita personal income (dollars),34492.0,34978.0,35505.0,35789.0,37896.0,40234.0,41284.0,42692.0,43818.0,45647.0,51208.0,54425.0,54551.0,57160.0,61769.0
06091,"Sierra, CA",1.0,Personal income (dollars),103119000.0,105608000.0,109907000.0,110659000.0,115118000.0,114905000.0,118828000.0,124641000.0,127577000.0,135185000.0,146501000.0,156405000.0,164011000.0,168028000.0,176519000.0
06091,"Sierra, CA",2.0,Population (persons),3228.0,3138.0,3136.0,3128.0,3104.0,3148.0,3144.0,3227.0,3209.0,3237.0,3229.0,3298.0,3215.0,3180.0,3113.0
06091,"Sierra, CA",3.0,Per capita personal income (dollars),31945.0,33655.0,35047.0,35377.0,37087.0,36501.0,37795.0,38624.0,39756.0,41762.0,45370.0,47424.0,51014.0,52839.0,56704.0
06093,"Siskiyou, CA",1.0,Personal income (dollars),1429911000.0,1486467000.0,1485396000.0,1501555000.0,1595843000.0,1727276000.0,1780504000.0,1828306000.0,1868074000.0,1921753000.0,2182398000.0,2333395000.0,2291157000.0,2365641000.0,2599367000.0
06093,"Siskiyou, CA",2.0,Population (persons),44958.0,44709.0,44248.0,43776.0,43652.0,43640.0,43837.0,44152.0,44198.0,44307.0,43999.0,44144.0,43746.0,42941.0,42498.0
06093,"Siskiyou, CA",3.0,Per capita personal income (dollars),31805.0,33248.0,33570.0,34301.0,36558.0,39580.0,40616.0,41409.0,42266.0,43374.0,49601.0,52859.0,52374.0,55090.0,61164.0
06095,"Solano, CA",1.0,Personal income (dollars),15593551000.0,16111580000.0,16405087000.0,17030120000.0,17772699000.0,19027697000.0,20112104000.0,20892491000.0,21899263000.0,23381119000.0,26552853000.0,26959778000.0,27390102000.0,28512267000.0,30830297000.0
06095,"Solano, CA",2.0,Population (persons),414115.0,417085.0,421014.0,425611.0,431556.0,436571.0,442637.0,447964.0,450949.0,453060.0,452887.0,450819.0,449724.0,451060.0,455101.0
06095,"Solano, CA",3.0,Per capita personal income (dollars),37655.0,38629.0,38966.0,40013.0,41183.0,43584.0,45437.0,46639.0,48563.0,51607.0,58630.0,59802.0,60904.0,63212.0,67744.0
06097,"Sonoma, CA",1.0,Personal income (dollars),20748776000.0,21654619000.0,22636604000.0,23447713000.0,24800332000.0,26783825000.0,27836308000.0,28988972000.0,30283557000.0,32341692000.0,35466237000.0,38011659000.0,38026852000.0,40300655000.0,43116855000.0
06097,"Sonoma, CA",2.0,Population (persons),484628.0,486997.0,489361.0,493259.0,497518.0,499611.0,501269.0,500840.0,495669.0,490579.0,488501.0,484561.0,483398.0,483366.0,485375.0
06097,"Sonoma, CA",3.0,Per capita personal income (dollars),42814.0,44466.0,46257.0,47536.0,49848.0,53609.0,55532.0,57881.0,61096.0,65926.0,72602.0,78446.0,78666.0,83375.0,88832.0
06099,"Stanislaus, CA",1.0,Personal income (dollars),16439145000.0,17014910000.0,17601548000.0,18017956000.0,19434810000.0,20836373000.0,21499589000.0,22172349000.0,22792301000.0,23976063000.0,26953234000.0,28983618000.0,28489025000.0,29276612000.0,31603234000.0
06099,"Stanislaus, CA",2.0,Population (persons),515199.0,517825.0,520895.0,524121.0,528870.0,534258.0,540539.0,546295.0,549905.0,552059.0,553710.0,552939.0,552410.0,553921.0,556972.0
06099,"Stanislaus, CA",3.0,Per capita personal income (dollars),31908.0,32858.0,33791.0,34377.0,36748.0,39001.0,39774.0,40587.0,41448.0,43430.0,48678.0,52417.0,51572.0,52853.0,56741.0
06101,"Sutter, CA",1.0,Personal income (dollars),3264715000.0,3347810000.0,3316694000.0,3479029000.0,3520557000.0,3786330000.0,3902972000.0,3966809000.0,4168235000.0,4374413000.0,4917284000.0,5314843000.0,5167456000.0,5322023000.0,5700248000.0
06101,"Sutter, CA",2.0,Population (persons),94818.0,94845.0,94835.0,95443.0,96010.0,96815.0,97664.0,98360.0,98849.0,99714.0,99479.0,99121.0,98682.0,98457.0,98545.0
06101,"Sutter, CA",3.0,Per capita personal income (dollars),34431.0,35298.0,34973.0,36451.0,36669.0,39109.0,39963.0,40329.0,42168.0,43870.0,49430.0,53620.0,52365.0,54054.0,57844.0
06103,"Tehama, CA",1.0,Personal income (dollars),1826560000.0,1901761000.0,1985538000.0,1997274000.0,2144884000.0,2261405000.0,2309054000.0,2454516000.0,2512451000.0,2648591000.0,2922467000.0,3148627000.0,3063422000.0,3234326000.0,3441782000.0
06103,"Tehama, CA",2.0,Population (persons),63590.0,63478.0,63467.0,63244.0,63276.0,63742.0,64173.0,64645.0,64835.0,66230.0,65690.0,65467.0,65269.0,64959.0,64451.0
06103,"Tehama, CA",3.0,Per capita personal income (dollars),28724.0,29959.0,31285.0,31580.0,33897.0,35477.0,35982.0,37969.0,38751.0,39991.0,44489.0,48095.0,46935.0,49790.0,53402.0
06105,"Trinity, CA",1.0,Personal income (dollars),385240000.0,386509000.0,384966000.0,391001000.0,418089000.0,445463000.0,450849000.0,459881000.0,482368000.0,500010000.0,535927000.0,577947000.0,572658000.0,603562000.0,659948000.0
06105,"Trinity, CA",2.0,Population (persons),13851.0,14167.0,14363.0,14681.0,14766.0,15120.0,15240.0,15526.0,15783.0,15908.0,16095.0,16102.0,15777.0,15684.0,15642.0
06105,"Trinity, CA",3.0,Per capita personal income (dollars),27813.0,27282.0,26803.0,26633.0,28314.0,29462.0,29583.0,29620.0,30563.0,31431.0,33298.0,35893.0,36297.0,38483.0,42191.0
06107,"Tulare, CA",1.0,Personal income (dollars),13340455000.0,14153502000.0,14166005000.0,14527758000.0,15981107000.0,16328948000.0,17149047000.0,17681249000.0,17824523000.0,18732496000.0,21601769000.0,23419634000.0,22793015000.0,23439844000.0,25675091000.0
06107,"Tulare, CA",2.0,Population (persons),443074.0,447313.0,450715.0,453832.0,456915.0,459335.0,462017.0,465582.0,468272.0,470229.0,473944.0,476939.0,478288.0,480747.0,483546.0
06107,"Tulare, CA",3.0,Per capita personal income (dollars),30109.0,31641.0,31430.0,32011.0,34976.0,35549.0,37118.0,37977.0,38064.0,39837.0,45579.0,49104.0,47655.0,48757.0,53098.0
06109,"Tuolumne, CA",1.0,Personal income (dollars),1908357000.0,1968693000.0,1991885000.0,1960445000.0,2070631000.0,2213043000.0,2301639000.0,2358873000.0,2411046000.0,2530898000.0,2747999000.0,2920031000.0,2890835000.0,3078775000.0,3320024000.0
06109,"Tuolumne, CA",2.0,Population (persons),55192.0,54948.0,54454.0,54339.0,54306.0,54188.0,54430.0,54767.0,55175.0,55327.0,55397.0,55126.0,53951.0,54123.0,53893.0
06109,"Tuolumne, CA",3.0,Per capita personal income (dollars),34577.0,35828.0,36579.0,36078.0,38129.0,40840.0,42286.0,43071.0,43698.0,45744.0,49606.0,52970.0,53583.0,56885.0,61604.0
06111,"Ventura, CA",1.0,Personal income (dollars),37914623000.0,39733578000.0,41338513000.0,41728534000.0,43769630000.0,45901737000.0,47265014000.0,48791042000.0,50711842000.0,53196126000.0,57156763000.0,62577492000.0,62171450000.0,64929868000.0,68971501000.0
06111,"Ventura, CA",2.0,Population (persons),825173.0,830053.0,833548.0,838106.0,842606.0,846209.0,847646.0,849106.0,848179.0,845277.0,843808.0,840009.0,835032.0,833071.0,835427.0
06111,"Ventura, CA",3.0,Per capita personal income (dollars),45947.0,47869.0,49593.0,49789.0,51946.0,54244.0,55760.0,57462.0,59789.0,62933.0,67737.0,74496.0,74454.0,77940.0,82558.0
06113,"Yolo, CA",1.0,Personal income (dollars),8033272000.0,8633908000.0,8872149000.0,9148342000.0,9678514000.0,10307702000.0,10654951000.0,10961869000.0,11304743000.0,11982281000.0,13019078000.0,14128918000.0,14242589000.0,14949143000.0,16002676000.0
06113,"Yolo, CA",2.0,Population (persons),200971.0,201480.0,203745.0,205093.0,206833.0,210102.0,213311.0,215851.0,217102.0,216678.0,217768.0,213545.0,223338.0,222919.0,225251.0
06113,"Yolo, CA",3.0,Per capita personal income (dollars),39972.0,42852.0,43545.0,44606.0,46794.0,49060.0,49950.0,50784.0,52071.0,55300.0,59784.0,66164.0,63771.0,67061.0,71044.0
06115,"Yuba, CA",1.0,Personal income (dollars),2270974000.0,2348702000.0,2380889000.0,2461991000.0,2544858000.0,2738968000.0,2853823000.0,2937225000.0,3108945000.0,3306197000.0,3734479000.0,4099652000.0,4131783000.0,4336290000.0,4788160000.0
06115,"Yuba, CA",2.0,Population (persons),72389.0,72702.0,73169.0,73658.0,74280.0,74969.0,76028.0,77860.0,78881.0,80188.0,82001.0,83035.0,84335.0,85695.0,87469.0
06115,"Yuba, CA",3.0,Per capita personal income (dollars),31372.0,32306.0,32540.0,33425.0,34260.0,36535.0,37536.0,37724.0,39413.0,41231.0,45542.0,49373.0,48993.0,50601.0,54741.0
